star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 29727593|151.2108|-31.0911|null|null|29727593|5460446292845923328|null|49376|2MASS J10045059-3105278|7170-1548-1|null|CD-30  8159|tic_near|-261.61|2.0|-234.57|2.0|TIC tic7|2019AJ....158..138S|14.785|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|13.536|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|11.999|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.974|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.747|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.459|0.02|TIC|2019AJ....158..138S|7.861|0.055|TIC|2019AJ....158..138S|7.62|0.026|TIC|2019AJ....158..138S|9.778|0.081|null|null|null|null|null|null|null|null|37.634|0.3035|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|26.5717|0.2142|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M2+V|2006AJ....132..161G|1|3600.0|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|4.614956485597064|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.2799519795974683|null|Pecaut_and_Mamajek_2013|Calculated Value|0.5889408156860018|null|calc_from_L_and_Teff|Calculated Value|0.5212333139716079|0.012012871398561093|Mann2019|Calculated Value|0|null|null|null|null|null|5.610589|11.029858|5460446292845923328|5.610589|11.029858|5460446292845923328|0|0|null|null|null|null|null|null|0|null
TIC 423443452|157.7652|-21.6445|null|null|423443452|null|null|51496|2MASS J10310362-2138400|6073-01198-1|WDS J10310-2138AB|BD-20  3198|tic_near|219.6|2.0|-331.84|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|11.43|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.14|0.13|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.9|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.523|0.03|TIC|2019AJ....158..138S|6.867|0.049|TIC|2019AJ....158..138S|6.687|0.027|TIC|2019AJ....158..138S|8.669|0.034|null|null|null|null|null|null|null|null|null|null|null|null|25.541|null|TIC|2019AJ....158..138S|0|K7V|2006A&A...460..695T|1|4139.1595449230235|null|Pecaut_and_Mamajek_2013|Calculated Value|4.771856916475714|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.511|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-1.0938805424544384|null|update_TIC|Calculated Value|0.5519351337272644|null|calc_from_L_and_Teff|Calculated Value|0.657|0.116|TIC|2019AJ....158..138S|0|null|null|null|null|null|6.686775|10.213023|5475827257925066368|6.686775|10.213023|5475827257925066368|1|0|AB|0.6|0.1999999999999993|null|null|null|0|null
TIC 430590567|131.0963|-44.4725|null|null|430590567|5522248290957129088|null|42881|2MASS J08442310-4428213|7687-02128-3|WDS J08444-4428AB|CD-44  4756|tic_near|119.08|2.0|64.96|2.0|TIC tic7|2019AJ....158..138S|12.935|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|12.014|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.608|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.624|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.422|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.212|0.024|TIC|2019AJ....158..138S|6.573|0.033|TIC|2019AJ....158..138S|6.311|0.029|TIC|2019AJ....158..138S|8.548|0.019|null|null|null|null|null|null|null|null|53.89|2.2|Simbad 2007A&A...474..653V|2007A&A...474..653V|18.56|0.76|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|0|M2V:|2010MNRAS.403.1949K|1|3563.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.5532549856490725|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.173737981226931|0.06140629909825631|update McDonald2017|2017MNRAS.471..770M|0.6794414055992088|null|calc_from_L_and_Teff|Calculated Value|0.6018543134038463|0.01507291115740108|Mann2019|Calculated Value|0|null|null|null|null|null|2.154363|10.067204|5522248295266281472|2.154363|10.067204|5522248295266281472|1|0|AB|0.3|0.9000000000000004|null|null|null|0|null
TIC 22970702|109.1752|-41.3016|null|null|22970702|null|null|null|2MASS J07164203-4118055|null|null|PM J07167-4118|tic_near|108.0|8.0|-95.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.137|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.521|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.062|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.9|0.03|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.531|0.023|TIC|2019AJ....158..138S|8.985|0.025|TIC|2019AJ....158..138S|8.72|0.025|TIC|2019AJ....158..138S|10.991|0.04|null|null|null|null|null|null|null|null|46.1|4.2|Simbad 2018AJ....155..176F|2018AJ....155..176F|21.691973969631235|1.9762752857364683|Simbad plx 2018AJ....155..176F|2018AJ....155..176F|1|null|null|1|3200.0|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|5.351767808122703|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.485356689548854|null|update_TIC|Calculated Value|0.1860691370335979|null|calc_from_L_and_Teff|Calculated Value|0.2838238374688603|0.006278859591888094|Mann2019|Calculated Value|0|null|null|null|null|null|2.409645|12.734845|5561082255675793920|2.224655|12.817463|5561082251376524544|0|0|null|null|null|null|null|null|0|null
TIC 157399917|106.190698|-38.60202|106.19794649349885|-38.60308345166196|157399917|null|5565570359057262720|null|2MASS J07044576-3836072|null|WDS J07048-3836A|L  455-111 A|tic_near|1163.582|0.016|-221.506|0.018|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|null|null|null|null|null|null|null|null|12.18|0.2|TIC sblink|2019AJ....158..138S|12.55|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.95|0.045|TIC|2019AJ....158..138S|8.159|9.998|TIC|2019AJ....158..138S|7.952|0.03|TIC|2019AJ....158..138S|10.172|0.06|11.878230094909668|0.0027826911249171286|gaia_dr3|2023A&A...674A...1G|13.12563133239746|0.013760460407391064|10.64913558959961|0.017197584661863063|44.593|0.0156|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|22.425|0.0078|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M3|1985ApJS...59..197B|1|4250.0|500.0|gspspec|2023A&A...674A...1G|5.801024609098464|null|calculated_from_M_and_R|Calculated Value|1.5|1.0|gspspec|2023A&A...674A...1G|-1.7699999809265137|0.5149999856948853|gspspec [M/H]|2023A&A...674A...1G|-2.3420383351677176|null|update_TIC|Calculated Value|0.1244100936953767|null|calc_from_L_and_Teff|Calculated Value|0.357|0.02|TIC|2019AJ....158..138S|0|null|null|null|null|null|2.238112|12.000418|5565570359057263360|2.238112|12.000418|5565570359057263360|1|1|A|2.2|0.09999999999999964|5565570359057263616|2.2381|0.1222|0|null
TIC 22147322|148.8494|-27.2613|null|null|22147322|5657274194364599552|5657274194364599552|48659|2MASS J09552387-2715405|6612-5-1|null|LP  847-48|tic_near|-103.32|2.0|-156.79|2.0|TIC tic7|2019AJ....158..138S|14.94|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|13.681|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|12.081|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.922|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.486|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.032|0.023|TIC|2019AJ....158..138S|7.433|0.038|TIC|2019AJ....158..138S|7.143|0.021|TIC|2019AJ....158..138S|9.521|0.056|null|null|null|null|null|null|null|null|91.7371|0.0389|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|10.9007|0.0046|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M3V|2006AJ....132..161G|1|3366.0|null|Simbad 2022MNRAS.516.3802C|2022MNRAS.516.3802C|4.963111349164548|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.9921799771490731|0.03415419569612185|update McDonald2017|2017MNRAS.471..770M|0.2967115368101078|null|calc_from_L_and_Teff|Calculated Value|0.2949256789210229|0.006541210727003091|Mann2019|Calculated Value|0|null|null|null|null|null|2.998713|10.815969|5657274198660921472|2.998713|10.815969|5657274198660921472|0|0|null|null|null|null|null|null|0|null
TIC 875331191|147.17800803562|-26.41421496353|null|null|875331191|5657609068668792192|null|null|null|6611-1266-2|WDS J09487-2625B|HD  85043B|tic_near|-169.466|0.112|7.008|0.211|TIC gaia2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|9.598|0.6|10.0277|null|null|null|null|null|8.43543|null|24.1359|0.0752|TIC gaia2|2019AJ....158..138S|41.3831|0.1298|TIC bj2018|2019AJ....158..138S|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.955651|6.552696|5657609064374145792|0.955651|6.552696|5657609064374145792|1|0|B|1.8|-4.12|null|null|null|0|null
TIC 52103995|153.034|-18.6178|null|null|52103995|5669429299703228416|null|49973|2MASS J10120819-1837038|6063-00115-1|WDS J10121-1837A|BD-17  3088|tic_near|-534.27|2.0|-2.75|2.0|TIC tic7|2019AJ....158..138S|12.596|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|11.347|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.91|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.006|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.099|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.049|0.024|TIC|2019AJ....158..138S|6.407|0.038|TIC|2019AJ....158..138S|6.194|0.018|TIC|2019AJ....158..138S|8.232|0.032|null|null|null|null|null|null|null|null|55.4931|0.3966|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|18.0203|0.1287|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|K7V|1972AJ.....77..486U|1|3654.0|null|Simbad 2019ApJ...878..134K|2019ApJ...878..134K|4.530138123582736|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.09|null|Simbad 2019ApJ...878..134K|2019ApJ...878..134K|-1.101290899386423|0.04062924001179478|update McDonald2017|2017MNRAS.471..770M|0.7022150112098067|null|calc_from_L_and_Teff|Calculated Value|0.6095519353578568|0.015147635969585028|Mann2019|Calculated Value|0|null|null|null|null|null|8.454407|9.239718|5669429299704388352|8.454407|9.239718|5669429299704388352|1|0|A|399.4|5.4|null|null|null|0|null
TIC 385156830|153.8975|-16.4732|null|null|385156830|null|null|null|2MASS J10153540-1628236|null|null|null|tic_near|-451.82|2.0|177.48|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.009|0.0|TIC apassdr9|2019AJ....158..138S|13.544|0.085|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.363|0.023|TIC|2019AJ....158..138S|8.708|0.024|TIC|2019AJ....158..138S|8.522|0.023|TIC|2019AJ....158..138S|10.87|0.047|null|null|null|null|null|null|null|null|null|null|null|null|41.5085|null|TIC|2019AJ....158..138S|0|null|null|1|3780.397462830008|null|Pecaut_and_Mamajek_2013|Calculated Value|5.302133213645008|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.8735438865681957|null|update_TIC|Calculated Value|0.26965332234575645|null|calc_from_L_and_Teff|Calculated Value|0.5317128270524657|0.0124455904051685|Mann2019|Calculated Value|0|null|null|null|null|null|8.439377|12.218052|5673125406825164544|8.439377|12.218052|5673125406825164544|0|0|null|null|null|null|null|null|0|null
TIC 396795976|147.6689|-13.8107|null|null|396795976|null|5687448646015120896|null|2MASS J09504053-1348385|null|null|LP  728-70|tic_near|150.0|8.0|-91.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.31|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.71|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.4|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.01|null|Simbad 2008MNRAS.389..585C|2008MNRAS.389..585C|8.579|0.034|TIC|2019AJ....158..138S|7.972|0.034|TIC|2019AJ....158..138S|7.717|0.023|TIC|2019AJ....158..138S|10.066|0.04|null|null|null|null|null|null|null|null|51.14|1.86|Simbad 2017AJ....153...14W|2017AJ....153...14W|19.554165037152913|0.711199588758397|Simbad plx 2017AJ....153...14W|2017AJ....153...14W|1|M4.0|2005A&A...442..211S|1|3200.0|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|5.220877576515709|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.2070757075091634|null|update_TIC|Calculated Value|0.25633908775995445|null|calc_from_L_and_Teff|Calculated Value|0.39851036179624455|0.008972259817576973|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 437127546|123.1703|-21.5519|null|null|437127546|null|null|null|2MASS J08124088-2133056|null|null|null|tic_near|19.89|2.0|-704.06|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.808|0.022|TIC apassdr9|2019AJ....158..138S|12.131|0.014|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|7.601|0.02|TIC|2019AJ....158..138S|6.964|0.033|TIC|2019AJ....158..138S|6.705|0.027|TIC|2019AJ....158..138S|9.264|0.016|null|null|null|null|null|null|null|null|null|null|null|null|15.3083|null|TIC|2019AJ....158..138S|0|null|null|1|3182.080154203731|null|Pecaut_and_Mamajek_2013|Calculated Value|5.146219008260724|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.0649968485463455|null|update_TIC|Calculated Value|0.3053036458634245|null|calc_from_L_and_Teff|Calculated Value|0.4760092170250186|0.010664230903624844|Mann2019|Calculated Value|0|null|null|null|null|null|6.558555|14.95361|5700706969549294720|5.214616|16.368471|5700706969539658880|0|0|null|null|null|null|null|null|0|null
TIC 332304837|120.5142|-17.1718|null|null|332304837|5718063035465044096|null|39293|2MASS J08020344-1710186|5999-00183-3|WDS J08021-1710A|LP  784-12|tic_near|-359.91|2.0|153.96|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.67|0.3|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.362|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.945|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.175|0.027|TIC|2019AJ....158..138S|7.598|0.044|TIC|2019AJ....158..138S|7.353|0.024|TIC|2019AJ....158..138S|9.442|0.04|null|null|null|null|null|null|null|null|37.4387|0.3567|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|26.7103|0.2544|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M1.5|2005A&A...442..211S|1|4102.192325643751|null|Pecaut_and_Mamajek_2013|Calculated Value|5.035728316738599|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.412|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-1.4113054166275163|null|Pecaut_and_Mamajek_2013|Calculated Value|0.3899131667848916|null|calc_from_L_and_Teff|Calculated Value|0.602|0.037|TIC|2019AJ....158..138S|0|null|null|null|null|null|6.423931|10.713723|5718063035470961152|6.423931|10.713723|5718063035470961152|1|0|A|0.5|1.299999999999999|null|null|null|0|null
TIC 422124638|122.6428|-13.8143|null|null|422124638|5725122965270676864|null|null|2MASS J08103429-1348514|null|WDS J08107-1348B|L  818-40|tic_near|-220.76|2.0|78.19|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.29|null|Simbad 2004AJ....128..463R|2004AJ....128..463R|11.815|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.422|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.276|0.019|TIC|2019AJ....158..138S|7.672|0.027|TIC|2019AJ....158..138S|7.418|0.016|TIC|2019AJ....158..138S|9.589|0.04|null|null|null|null|null|null|null|null|47.8089|0.3177|Simbad 2018yCat.1345....0G|2018yCat.1345....0G|20.9166|0.139|Simbad 2018yCat.1345....0G|2018yCat.1345....0G|0|M2.5V|2015A&A...577A.128A|1|3612.0|null|Simbad 2021A&A...649A.147S|2021A&A...649A.147S|4.889484119260933|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.0256|0.013|TIC|2019AJ....158..138S|-1.5933385859846103|null|Pecaut_and_Mamajek_2013|Calculated Value|0.40783816920134214|null|calc_from_L_and_Teff|Calculated Value|0.4703186808713595|0.010534513781417756|Mann2019|Calculated Value|0|null|null|null|null|null|3.898963|11.007941|5725122960972658048|3.898963|11.007941|5725122960972658048|1|0|B|97.0|-6.7299999999999995|null|null|null|0|null
TIC 347508671|133.5219|-13.125|null|null|347508671|null|null|null|2MASS J08540524-1307301|null|null|null|tic_near|315.01|2.0|-552.1|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.55|0.046|TIC apassdr9|2019AJ....158..138S|11.937|0.019|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|8.048|0.026|TIC|2019AJ....158..138S|7.53|0.023|TIC|2019AJ....158..138S|7.258|0.018|TIC|2019AJ....158..138S|9.508|0.04|null|null|null|null|null|null|null|null|null|null|null|null|22.1685|null|TIC|2019AJ....158..138S|0|null|null|1|3269.0287592759423|null|Pecaut_and_Mamajek_2013|Calculated Value|4.852400541047346|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.6890943706238586|null|update_TIC|Calculated Value|0.44593132084123627|null|calc_from_L_and_Teff|Calculated Value|0.5162604642361751|0.011825555168108019|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 51323309|128.703|-8.8051|null|null|51323309|null|null|null|2MASS J08344873-0848180|null|null|G 114-4|tic_near|-110.61|2.0|-353.21|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.37|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.76|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.32|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.701|0.023|TIC|2019AJ....158..138S|9.221|0.026|TIC|2019AJ....158..138S|8.897|0.023|TIC|2019AJ....158..138S|11.201|0.051|null|null|null|null|null|null|null|null|42.1|5.8|Simbad 2018AJ....155..176F|2018AJ....155..176F|23.752969121140143|3.2723805440050553|Simbad plx 2018AJ....155..176F|2018AJ....155..176F|0|null|null|1|3274.1035355551494|null|Pecaut_and_Mamajek_2013|Calculated Value|5.405817595305859|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.4955763960699886|null|update_TIC|Calculated Value|0.1756627305289615|null|calc_from_L_and_Teff|Calculated Value|0.2864898410230614|0.006341880859521302|Mann2019|Calculated Value|0|null|null|null|null|null|6.04279|12.859276|5753636772107789312|6.04279|12.859276|5753636772107789312|0|0|null|null|null|null|null|null|0|null
TIC 290459654|237.54454242789|-86.49235689239|237.5206796306759|-86.49353449575251|290459654|null|null|null|2MASS J15501070-8629325|null|null|L    7-20|tic_near|-328.473|0.066|-264.891|0.079|TIC gaia2|2019AJ....158..138S|null|null|null|null|15.48|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.98|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.61|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|10.261|0.024|TIC|2019AJ....158..138S|9.677|0.022|TIC|2019AJ....158..138S|9.418|0.021|TIC|2019AJ....158..138S|11.745|0.007|null|null|null|null|null|null|null|null|20.8113|0.0376|TIC gaia2|2019AJ....158..138S|47.9842|0.0872|TIC bj2018|2019AJ....158..138S|0|null|null|1|3455.0|null|TIC|2019AJ....158..138S|4.7882390521273965|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.599807511407424|0.10544330298112584|update_TIC|Calculated Value|0.4424383720975536|null|calc_from_L_and_Teff|Calculated Value|0.43840651181508616|0.009857140046866886|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|null|null|null|5765669380686614528|11.761|1.9285|0|null
TIC 357789289|190.2334|-81.2753|null|null|357789289|5783969514778845184|null|null|2MASS J12405599-8116309|null|null|SCR J1240-8116|tic_near|-514.37|2.0|77.51|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|null|null|null|null|14.11|null|Simbad 2011AJ....141...21W|2011AJ....141...21W|13.88|0.08|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.28|null|Simbad 2011AJ....141...21W|2011AJ....141...21W|9.731|0.023|TIC|2019AJ....158..138S|9.161|0.024|TIC|2019AJ....158..138S|8.892|0.023|TIC|2019AJ....158..138S|11.425|0.059|null|null|null|null|null|null|null|null|32.34|2.32|Simbad 2017AJ....153...14W|2017AJ....153...14W|30.92145949288806|2.218237044635136|Simbad plx 2017AJ....153...14W|2017AJ....153...14W|0|null|null|1|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|-2.3774261409483333|null|update_TIC|Calculated Value|null|null|null|null|0.22|0.064|TIC|2019AJ....158..138S|0|null|null|null|null|null|8.283465|13.368021|5783969514778845184|8.003106|13.453998|5783969514781191680|0|0|null|null|null|null|null|null|0|null
TIC 208494812|244.963937|-58.275818|null|null|208494812|null|null|null|2MASS J16195133-5816326|8723-02026-1|null|L  202-148|tic_near|69.98|2.0|-229.16|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.22|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.9|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.48|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.3|null|Simbad 2004AJ....128..463R|2004AJ....128..463R|8.308|0.027|TIC|2019AJ....158..138S|7.685|0.029|TIC|2019AJ....158..138S|7.501|0.031|TIC|2019AJ....158..138S|9.479|0.036|null|null|null|null|null|null|null|null|null|null|null|null|44.5565|null|TIC|2019AJ....158..138S|0|null|null|1|4078.9319600417048|null|Pecaut_and_Mamajek_2013|Calculated Value|4.412836567380251|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.7728593010576829|null|Pecaut_and_Mamajek_2013|Calculated Value|0.8224889506685397|null|calc_from_L_and_Teff|Calculated Value|0.638306232213082|0.07622718133268733|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|3.816297|10.975234|5832019031957567488|1.912594|18.661236|5832019031971136768|0|0|null|null|null|null|null|null|0|null
TIC 193149390|222.145786|-54.247532|null|null|193149390|null|null|null|2MASS J14483498-5414511|8680-00966-1|null|PM J14485-5414|tic_near|-7.46|2.0|166.93|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.28|0.26|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|10.902|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.507|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.411|0.02|TIC|2019AJ....158..138S|7.777|0.038|TIC|2019AJ....158..138S|7.616|0.024|TIC|2019AJ....158..138S|9.559|0.03|null|null|null|null|null|null|null|null|null|null|null|null|43.1367|null|TIC|2019AJ....158..138S|0|null|null|1|3978.499102745941|null|Pecaut_and_Mamajek_2013|Calculated Value|4.372355632038654|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.7501909874743979|null|Pecaut_and_Mamajek_2013|Calculated Value|0.8873983608961888|null|calc_from_L_and_Teff|Calculated Value|0.6769011456483384|0.016496230633583603|Mann2019|Calculated Value|0|null|null|null|null|null|2.520262|10.364444|5893911400455489920|2.520262|10.364444|5893911400455489920|0|0|null|null|null|null|null|null|0|null
TIC 471012262|243.5914|-28.5102|null|null|471012262|null|null|null|2MASS J16142197-2830362|null|null|null|tic_near|-409.93|2.0|-330.86|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.477|0.116|TIC apassdr9|2019AJ....158..138S|12.899|0.058|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|8.917|0.024|TIC|2019AJ....158..138S|8.356|0.031|TIC|2019AJ....158..138S|8.114|0.029|TIC|2019AJ....158..138S|10.464|0.123|null|null|null|null|null|null|null|null|null|null|null|null|32.6433|null|TIC|2019AJ....158..138S|0|null|null|1|3332.3308563286673|null|Pecaut_and_Mamajek_2013|Calculated Value|5.062902327446773|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.8683813356508745|null|update_TIC|Calculated Value|0.34911278042217736|null|calc_from_L_and_Teff|Calculated Value|0.5137669887024805|0.011736175910865673|Mann2019|Calculated Value|0|null|null|null|null|null|8.464956|11.715765|6039144001564707072|8.464956|11.715765|6039144001564707072|0|0|null|null|null|null|null|null|0|null
